name,dialogue,season,episode
ross,"Carol was wearing boots just like those the night that we- we first-you know. Fact, she, uh- she never took them off, Because we-we-  Sorry. Sorry.",1,4
joey,What?,1,4
ross,Peach pit.,1,4
chandler,"Yes, Bunny?",1,4
ross,"Peach pit. That night we, uh- we had-",1,4
joey,#NAME?,1,4
ross,"Actually, nectarines, but basically...",1,4
chandler,Could've been a peach.,1,4
ross,"Then, uh, then we got dressed, and I-I... I walked her to the-  -the bus stop... I'm fine.",1,4
joey,"Hey, that woman's got an ass like Carol's!  What? Thought we were trying to find stuff.",1,4
rachel,"So c'mon, you guys, tell me all the dirt!",1,4
kiki,"Well, the biggest news is still you dumping Barry at the altar!",1,4
joanne,Alright. Let's talk reality for a second.,1,4
rachel,Okay.,1,4
joanne,When are you coming home?,1,4
rachel,"What? Guys, I'm not.",1,4
joanne,"C'mon, this is us.",1,4
rachel,I'm not! This is what I'm doing now. I've got this job-,1,4
kiki,Waitressing?,1,4
rachel,"Okay, I'm not just waitressing. I'm.. I, um... I write the specials on the specials board, and, uh... and I, uh... I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",1,4
leslie,Well. Your mom didn't tell us about the blobbies.,1,4
monica,"Hey, Rach. How was it with your friends?  Okay! How would you like some Tiki Death Punch?",1,4
rachel,What's that?,1,4
monica,"Well, it's rum, and-",1,4
rachel,Okay.,1,4
monica,"We thought since Phoebe was staying over tonight we'd have kind of like a slumber party thing. We got some trashy magazines, we got cookie dough, we got Twister...",1,4
phoebe,"Ooh! Ooh! And I brought Operation! But, um, I lost the tweezers, so we can't operate. But we can prep the guy!",1,4
monica,"Uh, Rach, it's the Visa card people.",1,4
rachel,"Oh, God, ask them what they want.",1,4
monica,"Could you please tell me what this is in reference to?  Yes, hold on.  Um, they say there's been some unusual activity on your account.",1,4
rachel,But I haven't used my card in weeks!,1,4
monica,"That is the unusual activity. Look, they just want to see if you are okay.",1,4
rachel,"They want to know if I'm okay. Okay.. they want to know if I'm okay, okay, let's see. Well, let's see, the FICA guys took all my money, everyone I know is either getting married, or getting promoted, or getting pregnant, and I'm getting coffee! And it's not even for me! So if that sounds like I'm okay, okay, then you can tell them I'm okay, okay?",1,4
monica,"Uh- Rachel has left the building, can you call back?",1,4
rachel,"Alright, c'mon!  Let's play Twister!",1,4
ross,"Sorry, sorry... Uh-oh.",1,4
chandler,What? There was ice there that night with Carol? Plastic seats? Four thousand angry Pittsburgh fans?,1,4
ross,"No, actually I was just saying it looks like we're not sitting together. But now you mention it, there was ice there that night... It was the first frost...",1,4
joey,"C'mon, sit. Just sit down, sit.",1,4
monica,You should feel great about yourself! you are doing this amazing independence thing!,1,4
rachel,"Monica, what is so amazing? I gave up, like, everything. And for what?",1,4
phoebe,You are just like Jack.,1,4
rachel,...Jack from downstairs?,1,4
phoebe,"No, Jack and the Beanstalk.",1,4
monica,"Ah, the other Jack.",1,4
phoebe,"Yeah, right! See, he gave up something, but then he got those magic beans. And then he woke up, and there was this, this big plant outside his window, full of possibilities and stuff.. And he lived in a village, and you live in the Village..",1,4
rachel,"Okay, but Pheebs, Pheebs, Jack gave up a cow, I gave up an orthodontist. Okay, I-I-I know, I know I didn't love him-",1,4
phoebe,"Oh, see, Jack did love the cow.",1,4
rachel,"But see, it was a plan. You know, it was clear. It was figured out, and now everything's just kind of like...",1,4
phoebe,Floopy?,1,4
rachel,Yeah.,1,4
monica,"So what, you are not the only one. I mean, half the time we don't know where we're going. You've just got to figure at some point it's all going to come together, and it's just going to be... un-floopy.",1,4
phoebe,"Oh, like that is a word.",1,4
rachel,"Okay, but Monica, what if- what if it doesn't come together?",1,4
monica,...Pheebs?,1,4
phoebe,"Oh, well...Because.... you just... I don't like this question.",1,4
rachel,"Okay, see, see, you guys, what if we don't get magic beans? I mean, what if all we've got are.. beans?",1,4
ross,"Get him! GET HIM! Get him! Get- YESSS! Not laughing now, are you pal!",1,4
chandler,"See buddy, that is all you need, a bunch of toothless guys hitting each other with sticks.",1,4
ross,Pass it! Pass it!,1,4
chandler,He's open!,1,4
all,Shoot! Shoot! Shoot!,1,4
chandler,"Hey, look, we're on that TV thing!",1,4
chandler,Excuse me.,1,4
receptionist,"It says to call this number if you are not completely satisfied with this candy bar. Well, I'm not completely satisfied.",1,4
chandler,"Listen, it's kind of an emergency. Well, I guess you know that, or we'd be in the predicament room.",1,4
receptionist,"Hold on.  Fill these out, sit over there.",1,4
ross,"Look, I don't want to make any trouble, okay, but I'm in a lot of pain here, alright? My face is dented.",1,4
receptionist,"Well, you'll have to wait your turn.",1,4
joey,"Well, how long do you think it'll be?",1,4
receptionist,Any minute now.,1,4
ross,"Hey, this-  Hey...",1,4
rachel,"I'm so sorry, you guys. I didn't mean to bring you down.",1,4
monica,"No, you were right. I don't have a plan.",1,4
pizza guy,Pizza guy!,1,4
rachel,Thank God. Food.,1,4
monica,Phoebe?,1,4
phoebe,What?,1,4
monica,Do you have a plan?,1,4
phoebe,I don't even have a 'pl'.,1,4
pizza guy,"Hi, one, uh, mushroom, green pepper and onion?",1,4
rachel,"No, no, that is not what we ordered... We ordered a fat-free crust with extra cheese.",1,4
pizza guy,"Wait, you are not 'G. Stephanopoulos?' Man, my dad's going to kill me!",1,4
monica,Wait! Did you say 'G. Stephanopoulos?',1,4
pizza guy,"Yeah. This one goes across the street, I must have given him yours. Oh, bonehead, bonehead!",1,4
monica,"Wait, was this a-a small Mediterranean guy with curiously intelligent good looks?",1,4
pizza guy,"Yeah, that sounds about right.",1,4
monica,Was he wearing a stunning blue suit?,1,4
phoebe,And-and a power tie?,1,4
pizza guy,"No, pretty much just a towel.",1,4
monica,Oh God.,1,4
pizza guy,So you guys want me to take this back?,1,4
monica,Are you nuts?! We've got George Stephanopoulos' pizza!,1,4
rachel,"Uh, Pheebs? Who's George Snuffalopagus?",1,4
phoebe,Big Bird's friend.,1,4
monica,I see pizza!,1,4
phoebe,"Oh, I want to see! Lemme see! Lemme see!",1,4
rachel,Hello? Who are we spying on?,1,4
monica,"White House adviser? Clinton's campaign guy? The one with the great hair, sexy smile, really cute butt?",1,4
rachel,"Oh, him, the little guy? Oh, I love him!",1,4
phoebe,"Ooh, wait.. wait, I see a woman.",1,4
monica,Please tell me it's his mother.,1,4
phoebe,Definitely not his mother.,1,4
monica,"Oh, no...",1,4
phoebe,"Oh, wait, she's walking across the floor.. she's walking.. she's walking.. she's going for the pizza-  Hey, that is not for you, bitch!",1,4
chandler,"Excuse me, look, we've been here for over an hour, and a lot of people less sick than my friend have gone in. I mean, that guy with the toe thing? Who's he sleeping with?  Oh, c'mon Dora, don't be mad... I know we both said some things we didn't mean, but that doesn't mean we still don't love each other. you know, I feel like I've lost her..  Ba-!",1,4
monica,Light still out?,1,4
rachel,Yeah.,1,4
monica,Oh. Maybe they're- napping.,1,4
rachel,"Oh please, they're having sex.",1,4
monica and phoebe,Shut up!,1,4
rachel,"So, what do you think George is like?",1,4
monica,I think he's shy.,1,4
phoebe,Yeah?,1,4
monica,Yeah. I think you have to draw him out. And then- when you do- he's a preppy animal.,1,4
ross,I remember the moonlight coming through the window- and her face had the most incredible glow.,1,4
chandler,"Yes, the moon, the glow, the magical feeling, you did this part- Could I get some painkillers over here, please?",1,4
joey,"He's right, enough, already. What is the big deal about today? So you slept with her for the first time, so what? You slept with her for seven years after that.",1,4
ross,"Look, it's just a little more complicated...",1,4
chandler,"Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?",1,4
ross,"Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...",1,4
chandler,Then what?,1,4
ross,My first time with Carol was...,1,4
joey,What?,1,4
ross,It was my first time.,1,4
joey,With Carol?  Oh.,1,4
chandler,"So in your whole life, you've only been with one——oh.",1,4
joey,"Woah, boy, hockey was a big mistake! There was a whole bunch of stuff we could've done tonight!",1,4
monica,"Okay. Okay, I got one. Do you remember that vegetarian pate that I made that you loved so much?",1,4
phoebe,Uh-huh.,1,4
monica,"Well, unless goose is a vegetable...ha heath!",1,4
phoebe,"Oh! Oh! Oh! Okay, fine, fine. Now I don't feel so bad about sleeping with Jason Hurley.",1,4
monica,What?! You slept with Jason?,1,4
phoebe,You'd already broken up.,1,4
rachel,How long?,1,4
phoebe,A couple hours.,1,4
monica,"Oh, that is nice!",1,4
rachel,"Okay, okay, okay, I got one!  Anyway- The valentine Tommy Rollerson left in your locker was really from me.",1,4
monica,Excuse me?!,1,4
rachel,Hello? Like he was really going to send you one?  She was a big girl.,1,4
monica,"Really. Well, at least 'big girls' don't pee in their pants in seventh grade!",1,4
rachel,I was laughing! You made me laugh!,1,4
phoebe,There he is! There he is!,1,4
monica,Where?,1,4
phoebe,Right- where we've been looking all night!,1,4
rachel,He is so cute!,1,4
monica,"Oh, George, baby, drop the towel!",1,4
all,"Yeah, drop it! Drop the towel! Please drop the——wow.",1,4
joey,Man. Can you believe he's only had sex with one woman?,1,4
chandler,"I think it's great. You know, it's sweet, it's romantic...",1,4
joey,Really?,1,4
chandler,"No, you kidding? The guy's a freak..",1,4
joey chandler,"Hey, buddy.",1,4
ross,Hi.,1,4
receptionist,"Oh, that is attractive.",1,4
chandler,"Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight.",1,4
ross,"Fun? Where was the fun? Tell me specifically, which part was the fun part? Where's my puck?",1,4
joey,"Oh, ah- the kid has it.",1,4
ross,"The kid...?  Excuse me, uh, that is, that is my puck.",1,4
kid,"I found it. Finders keepers, losers weepers.",1,4
chandler,"You got to do it, man.",1,4
ross,"Oh yeah? Well, I'm rubber, you are glue, whatever——can't do it.  Listen, uh- give me back my puck.",1,4
kid,No.,1,4
ross,"Yes', how about. Come here. give me!",1,4
kid,No! No!,1,4
receptionist,Hey! Hey! No rough holding in my ER!,1,4
ross,GIVE ME MY PUCK!!,1,4
ross,...Now that was fun.,1,4
ross,"Okay, Monica",1,4
monica,"Could've played Monopoly, but no.",1,4
chandler,Thanks.,1,4
ross,"Okay, Pheebs",1,4
chandler,"Hello? Oh, uh, Rachel, it's the Visa card people.",1,4
rachel,"Oh, okay. Will you take my place?",1,4
chandler,"Alright.  Yes, this is Rachel.",1,4
rachel,"Nook!   Hello?  Oh, yeah, no, I know, I-I haven't been using it much.  Oh, well, thanks, but, I'm okay, really.",1,4
ross,Green. To the green.,1,4
rachel,I've got magic beans.  Never-never mind.,1,4
chandler,"To the left, to the left- aww!",1,4
rachel,oh... I'm fine.,1,4
monica,Would you let it go? It's not that big a deal.,1,5
ross,"Not that big a deal? It's amazing. Ok, you just reach in there, there's one little manoeuvre, and bam, a bra right out the sleeve. All right, as far as I'm concerned, there is nothing a guy can do that even comes close. Am I right?",1,5
rachel,Come on! You guys can pee standing up.,1,5
chandler,"We can? All right, I'm trying' that.",1,5
joey,"Ok, you know what blows my mind? Women can see breasts any time they want. You just look down and there they are. How you get any work done is beyond me.",1,5
phoebe,"Oh, ok, you know what I don't get? The way guys can do so many mean things, and then not even care.",1,5
ross,Multiple orgasms!,1,5
chandler,"So, Saturday night, the big night, date night, Saturday night, Sat-ur-day night!",1,5
joey,"No plans, huh?",1,5
chandler,Not a one.,1,5
ross,"Not even, say, breaking up with Janice?",1,5
chandler,"Oh, right, right, shut up.",1,5
monica,"Chandler, nobody likes breaking up with someone. You just got to do it.",1,5
chandler,"No, I know, but it's just so hard, you know? I mean, you are sitting there with her, she has no idea what's happening, and then you finally get up the courage to do it, and there's the horrible awkward moment when you've handed her the note.",1,5
joey,"Why do you have to break up with her? Be a man, just stop calling.",1,5
phoebe,"You know, if you want, I'll do it with you.",1,5
chandler,"Oh, thanks, but I think she'd feel like we're ganging' up on her.",1,5
phoebe,"No, I mean you break up with Janice and I'll break up with Tony.",1,5
ross,Tony?,1,5
monica,"Oh, you are breaking up with Tony?",1,5
phoebe,"Yeah, I know, he's sweet, but it's just not fun anymore, you know? I don't know if it's me, or his hunger strike, or, I don't know.",1,5
rachel,Does anybody want anything else?,1,5
ross,"Oh, yeah, last week you had a wonderful, nutty, chocolatey kind of a cakey pie thing.  Nothing, just, just, I'm fine.",1,5
phoebe,What's the matter? Why so scrunchy?,1,5
rachel,It's my father. He wants to give me a Mercedes convertible.,1,5
ross,"That guy, he burns me up.",1,5
rachel,"Yeah, well, it's a Mercedes if I move back home. Oh, it was horrible. He called me young lady.",1,5
chandler,"Ooh, I hate when my father calls me that.",1,5
monica,"Did he give you that whole ""you are-not-up-to-this"" thing again?",1,5
rachel,"Oh, yeah, yeah. Actually, I got the extended disco version, with three choruses of ""You'll never make it on your own"".",1,5
phoebe,"Uh-huh, uh-huh.",1,5
angela,"Hi, Joey.",1,5
joey,"My god, Angela.",1,5
monica,"Wow, being dumped by you obviously agrees with her.",1,5
phoebe,Are you going to go over there?,1,5
joey,"No, yeah, no, ok, but not yet. I don't want to seem too eager. One Mississippi, two Mississippi, three Mississippi. That seems pretty cool.  Hey, Angela.",1,5
angela,Joey.,1,5
joey,You look good.,1,5
angela,that is because I'm wearing a dress that accents my boobs.,1,5
joey,You don't say.,1,5
ross,"So, uh, Rachel, what are you, uh, what're you doing tonight?",1,5
rachel,"Oh, big glamour night. Me and Monica at Laundorama.",1,5
ross,"Oh, you uh, you want to hear a freaky coincidence? Guess who's doing laundry there too?",1,5
rachel,Who?,1,5
ross,"Me. Was that not clear? Hey, why don't, um, why don't I just join you both, here?",1,5
rachel,Don't you have a laundry room in your building?,1,5
ross,"Yes, I do have a laundry room in my building, um, but there's a.... rat problem. Apparently they're attracted to the dryer sheets, and they're going' in fine, but they're coming' out all.... fluffy. Anyway, say, sevenish?",1,5
rachel,Sure.,1,5
angela,Forget it Joey. I'm with Bob now.,1,5
joey,Bob? Who the hell's Bob?,1,5
angela,"Bob is great. He's smart, he's sophisticated, and he has a real job. You, you go on three auditions a month and you call yourself an actor, but Bob...",1,5
joey,"Come on, we were great together. And not just at the fun stuff, but like, talking too.",1,5
angela,"Yeah, well, sorry, Joe. You said let's just be friends, so guess what?",1,5
joey,What?,1,5
angela,We're just friends.,1,5
joey,"Fine, fine, so, why don't the four of us go out and have dinner together tonight? You know, as friends?",1,5
angela,What four of us?,1,5
joey,"You know, you and Bob, and me and my girlfriend, uh, uh, Monica.",1,5
joey,"Monica, I'm telling' you, this guy is perfect for you.",1,5
monica,Forget it. Not after your cousin who could belch the alphabet.,1,5
joey,"Come on. This guy's great. His name's Bob. He's Angela's... brother. He's smart, he's sophisticated, and he has a real job. Me, I go on three auditions a month and call myself an actor, but Bob is...",1,5
monica,"Oh, god help us.",1,5
joey,What?,1,5
monica,Ugly Naked Guy's laying kitchen tile. Ew!,1,5
joey,"Ew! Look, I'm asking a favour here. If I do this for her brother, maybe Angela will come back to me.",1,5
monica,What's going on here? You go out with tons of girls.,1,5
joey,"I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?",1,5
ross,"Ok, bye.  Well, Monica's not coming, it's just going to be me and Rachel.",1,5
chandler,"Oh. Well, hold on camper, are you sure you've thought this thing through?",1,5
ross,It's laundry. The thinking through is minimal.,1,5
chandler,"It's just you and Rachel, just the two of you? This is a date. you are going on a date.",1,5
ross,Nuh-uh.,1,5
chandler,Yuh-huh.,1,5
ross,"So what're you saying here? I should shave again, pick up some wine, what?",1,5
chandler,"Well, you may want to rethink the dirty underwear. This is basically the first time she's going to see your underwear—you want it to be dirty?",1,5
ross,No.,1,5
chandler,"Oh, and uh, the fabric softener?",1,5
ross,"Ok, ok, now what is wrong with my Snuggles? What, it says I'm a sensitive, warm kind of guy, you know, like a warm, fuzzy bear. Ok, I can pick something else up on the way.",1,5
chandler,There you go.,1,5
monica,Thank you. So what does this Bob guy look like? Is he tall? Short?,1,5
joey,Yep.,1,5
monica,Which?,1,5
joey,Which what?,1,5
monica,"You've never met Bob, have you?",1,5
joey,"No, but he's...",1,5
monica,"Oh my god, Joey, for all we know this guy could be horribly...",1,5
angela,"Hey, Joey.",1,5
monica,...horribly attractive. I'll be shutting up now.,1,5
chandler,Where are they? Where are they?,1,5
phoebe,This is nice. We never do anything just the two of us.,1,5
chandler,It's great. Maybe tomorrow we can rent a car and run over some puppies.,1,5
phoebe,"Ew, I don't want to do that.",1,5
chandler,Here we go.,1,5
phoebe,"Ok, have a good break-up.",1,5
chandler,"Hey, Janice.",1,5
janice,"Oh, my god, I am so glad you called me. I had the most supremely awful day.",1,5
chandler,"Hey, that is not good. Can I get an espresso and a latte over here, please?",1,5
janice,"We got the proofs back from that photo shoot, you know, the one with the little vegetables. Anyway, they pretty much sucked, so, I blew off the rest of the day, and I went shopping...... and I got you, I'm looking, I'm looking, I'm looking, I got you...",1,5
chandler,What?,1,5
janice,What?,1,5
chandler,What... did you get me there?,1,5
janice,I got you...these.,1,5
chandler,Bullwinkle socks. that is so sweet.,1,5
janice,"Well, I knew you had the Rockys, and so I figured, you know, you can wear Bullwinkle and Bullwinkle, or you can wear Rocky and Rocky,or, you can mix and match, moose and squirrel. Whatever you want.",1,5
chandler,that is great.,1,5
chandler,"Well, I'm going to get another espresso. Can I get you another latte?",1,5
janice,"No, no, I'm still working on mine.",1,5
chandler,that is it?,1,5
phoebe,"Yeah, it was really hard.",1,5
chandler,"Oh, yeah, that hug looked pretty brutal.",1,5
phoebe,"Ok, you weren't there.",1,5
woman,"Comin' through. Move, move.",1,5
rachel,"Oh, 'excuse me. I was kind of using that machine.",1,5
woman,"Yeah, well, now you are kind of not.",1,5
rachel,But I saved it. I put my basket on top.,1,5
woman,"Oh, I'm sorry, is that your basket? It's really pretty. Unfortunately, I don't see suds.",1,5
rachel,What?,1,5
woman,"No suds, no save. Ok?",1,5
ross,What's going' on?,1,5
rachel,"Hi, uh, nothing. That horrible woman just took my machine.",1,5
ross,Was your basket on top?,1,5
rachel,"Yeah, but, there were no suds.",1,5
ross,So?,1,5
rachel,"Well, you know, no suds, no save.",1,5
ross,"No suds? Excuse me, hold on a second.  that is my friend's machine.",1,5
woman,"Hey, hey, hey, her stuff wasn't in it.",1,5
ross,"Hey, hey, hey, that is not the rule and you know it.",1,5
ross,"All right, show's over. Nothing to see here.  Ok, let's do laundry.",1,5
rachel,That was amazing. I can't even send back soup.,1,5
ross,"Well, that is because you are such a sweet, gentle, uh...Do you, uh, do you...Oh, hey, uh you must need detergent.",1,5
rachel,What's that?,1,5
ross,"Uberfic. It's new, it's German, it's extra-tough.",1,5
ross,"Rach, do you uh, are you going to separate those?",1,5
rachel,"Oh god. Oh, am I being like a total laundry spaz? I mean, am I supposed to use like one machine for shirts and another machine for pants?",1,5
ross,"Rach, have you never done this before?",1,5
rachel,"Well, not myself, but I know other people that have. Ok, you caught me. I'm a laundry virgin.",1,5
ross,"Uh, well, don't worry, I'll use the gentle cycle. Ok, um, basically you want to use one machine for all your whites, a whole other machine for colours, and a third for your uh, your uh, delicates, and that would be your bras and your under-panty things.",1,5
rachel,"Ok, Well, what about these are white cotton panties. Would they go with whites or delicates?",1,5
ross,"Uh, that, that, that would be a judgment call.",1,5
monica,"He is so cute.  So, where did you guys grow up?",1,5
angela,Brooklyn Heights.,1,5
bob,Cleveland.,1,5
monica,"How, how did that happen?",1,5
joey,Oh my god.,1,5
monica,What?,1,5
joey,I suddenly had the feeling that I was falling. But I'm not.,1,5
joey,"So, you and Angela, huh?",1,5
bob,Yep. Pretty much.,1,5
joey,"you are a lucky man. You know what I miss the most about her? That cute nibbly noise when she eats. Like a happy little squirrel, or a weasel.",1,5
bob,"Huh, I never really noticed.",1,5
joey,"Oh, yeah, yeah, listen for it.",1,5
bob,"Monica, Monica is great.",1,5
joey,"Yeah, but it's not going to last. She's too much for me in bed. Sexually.",1,5
monica,"I've got to tell you, Bob is terrific.",1,5
angela,"Yeah, isn't he?",1,5
monica,"It is so great to meet a guy who is smart and funny, and has an emotional age beyond, like eight.",1,5
angela,You know what else? He's unbelievable in bed.,1,5
monica,Wow. My brother never even told me when he lost his virginity.,1,5
angela,Huh. that is nice.,1,5
phoebe,"Ok, you can do this. It's just like pulling off a Band-aid. Just do it really fast, and then the wound is exposed.",1,5
chandler,"Janice. Hi, Janice. Ok, here we go. I don't think we should go out anymore. Janice.",1,5
janice,"All right. Well, there you go.  Stop it, stop it, stop it.",1,5
rachel,"Ok, I know this is going to sound really stupid, but I feel that if I can do this, you know, if I can actually do my own laundry, there isn't anything I can't do.",1,5
ross,"That does not sound stupid to me. You know, it's like the first time I had to make dinner for myself, after Carol left me?  I'm sorry, that is all the time we have. Next on Ross... Uh-oh.",1,5
rachel,What uh-oh?,1,5
ross,"Uh-oh, uh-oh, the laundry's done. It's, uh, it's a song. The laundry song that we sing.  Uh-oh the laundry's done, uh-oh, uh-oh.",1,5
rachel,"Ross, what's the matter?",1,5
ross,"Nothing, nothing. Lee-lo, the laundry's done.",1,5
rachel,"Come on, show me.",1,5
ross,"All right, all right, it's just that you left a red sock in with all your whites, and now, everything's kind of pink.",1,5
rachel,"Oh, everything's pink.",1,5
ross,"Yeah, uh, except for the red sock, which is still red. I'm sorry, please don't be upset, it could happen to anyone.",1,5
rachel,"Except it didn't. It happened to me. Oh, god, I'm going to look like a big marshmallow peep. What am I doing? What am I doing? My father's right. I can't live on my own! I can't even do laundry!",1,5
monica,"Something went wrong with Underdog, and they couldn't get his head to inflate. So anyway, um, his head is like flopping down Broadway, right, and I'm just thinking... how inappropriate this is. Um, I've got something in my eye, uh, Joey, could we check it in the light, please?",1,5
monica,Oh my god.,1,5
joey,What?,1,5
monica,Hello! Were we at the same table? It's like... cocktails in Appalachia.,1,5
joey,"Come on, they're close.",1,5
monica,Close? She's got her tongue in his ear.,1,5
joey,"Oh, like you've never gotten a little rambunctious with Ross.",1,5
monica,"Joey, this is sick, it's disgusting, it's, it's—not really true, is it?",1,5
joey,"Well, who's to say what's true? I mean...",1,5
monica,"Oh my god, what were you thinking?",1,5
joey,"All right, look, I'm not proud of this, ok? Well, maybe I am a little.",1,5
monica,Oh!,1,5
joey,Ow!,1,5
monica,I'm out of here.,1,5
joey,"Wait, wait, wait. You want him, I want her. He likes you.",1,5
monica,Really?,1,5
joey,"Yeah. I'm thinking, if we put our heads together, between the two of us, we can break them up.",1,5
monica,"I'm so sorry, I can't believe I did this, but I couldn't stop laughing at your Norman Mailer story.",1,5
joey,"Uh, waiter, one more plate of chicken wings over here.",1,5
chandler,"Here's the thing, Janice. You know, I mean, it's like we're different. I'm like the Bing, Bing, Bing. you are like the boom, boom, ... boom.",1,5
janice,Ow!,1,5
chandler,"Oh, my god, I'm so sorry. Are you ok?",1,5
janice,"Ow. Um, it's just my lens. It's just my lens. I'll be right back.",1,5
chandler,I hit her in the eye! I hit her in the eye! This is the worst break-up in the history of the world.,1,5
phoebe,Oh my god.  How many of those have you had?,1,5
chandler,"Oh, I don't know, a million?",1,5
phoebe,"Chandler, easy, easy. Go to your happy place. La la la la la la la.",1,5
chandler,I'm fine.,1,5
phoebe,All right.,1,5
chandler,I'm not fine. Here she comes.,1,5
phoebe,Wait here. Breathe.,1,5
chandler,How do you do that?,1,5
phoebe,It's like a gift.,1,5
chandler,We should always always break up together.,1,5
phoebe,"Oh, I'd like that.",1,5
ross,You got the clothes clean. Now that is the important part.,1,5
rachel,"Oh, I guess. Except everything looks like jammies now.",1,5
rachel,"Whoa, I'm sorry. Excuse me. We had this cart.",1,5
woman,"Yeah, well, I had a 24-inch waist. You lose things. Now come on, get out of my way.",1,5
rachel,"I'm sorry, you know, maybe I wasn't being clear. Uh, this is our cart.",1,5
woman,"Hey, hey, hey there aren't any clothes in it.",1,5
rachel,"Hey, hey, hey, hey, quit making up rules!",1,5
woman,Let go!,1,5
rachel,"All right, listen, missy. If you want this cart, you are going to have to take me with it!",1,5
rachel,Yes! Did you see that?,1,5
ross,"You were incredible! Brand new woman, ladies and gentlemen.",1,5
rachel,I could not have done this without you.,1,5
ross,"Ok, um, uh, more clothes in the dryer?  I'm fine, I'm fine.",1,5
rachel,Are you sure?,1,5
ross,No.,1,5
rachel,"Oh, are you sure you are ok?",1,5
ross,Yeah.,1,5
rachel,Does it still hurt?,1,5
ross,Yeah.,1,5
phoebe,What a neat idea. All your clothes match. I'm going to do this.,1,5
monica,Hi.,1,5
phoebe,"Hey, how'd it go?",1,5
joey,Excellent.,1,5
monica,"We ripped that couple apart, and kept the pieces for ourselves.",1,5
ross,"What a beautiful story. Hey, I'm fine by the way.",1,5
monica,"Oh, I'm sorry.",1,5
rachel,Where's Chandler?,1,5
phoebe,"Oh, he needed some time to grieve.",1,5
chandler,I'm free! I'm free!,1,5
phoebe,That ought to do it.,1,5
rachel,"Ooh! Look! Look! Look! Look, there's Joey's picture! This is so exciting!",1,6
chandler,"You can always spot someone who's never seen one of his plays before. Notice, no fear, no sense of impending doom...",1,6
phoebe,"The exclamation point in the title scares me. you know, it's not just Freud, it's Freud!",1,6
ross,"Oh, shhh, shh. Magic is about to happen.",1,6
joey,"Vell, Eva, ve've done some excellent vork here, and I vould have to say, your pwoblem is qviiite clear.",1,6
rachel,God. I feel violated.,1,6
monica,"Did anybody else feel they just wanted to peel the skin off their body, to have something else to do?",1,6
chandler,"Ross, ten o'clock.",1,6
ross,Is it? Feels like two.,1,6
chandler,"No, ten o'clock.",1,6
ross,What?,1,6
chandler,"There's a beautiful woman at eight, nine, ten o'clock!",1,6
ross,Oh. Hel-lo!,1,6
chandler,"She's amazing! She makes the women that I dream about look like short, fat, bald men!",1,6
monica,"Well, go over to her! She's not with anyone.",1,6
chandler,"Oh yeah, and what would my opening line be? 'Excuse me. Blarrglarrghh.'",1,6
rachel,"Oh, c'mon. She's a person, you can do it!",1,6
chandler,"Oh please, could she be more out of my league? Ross, back me up here.",1,6
ross,He could never get a woman like that in a million years.,1,6
chandler,"Thank you, buddy.",1,6
phoebe,"Oh, oh, but you know, you always see these really beautiful women with these really nothing guys, you could be one of those guys.",1,6
monica,You could do that!,1,6
chandler,You think?,1,6
all,Yeah!,1,6
chandler,"Oh God, I can't believe I'm even considering this... I'm very very aware of my tongue...",1,6
ross,Come on! Come on!,1,6
chandler,Here goes.,1,6
aurora,...Yes?,1,6
chandler,"Hi.... um... okay, next word... would be... Chandler! Chandler is my name, and, uh......hi.",1,6
aurora,"Yes, you said that.",1,6
chandler,"Yes, yes I did, but what I didn't say was what I was about to say, what I wanted to say was, uh... would you like to go out with me sometime, thankyou, goodnight.",1,6
aurora,Chandler?,1,6
all,Hey! you are in a play! I didn't know you could dance! You had a beard!,1,6
joey,What did you think?,1,6
all,...Hey! you are in a play! I didn't know you could dance! You had a beard!,1,6
joey,"C'mon, you guys, it wasn't that bad. It was better than that thing I did with the trolls, at least you got to see my head.",1,6
all,Saw your head. Saw your head.,1,6
chandler,"She said yes!! She said yes!!  Awful play, man. Woah.  Her name's Aurora, and she's Italian, and she pronounces my name 'Chand-lrr'. 'Chand-lrr'. I think I like it better that way.  Oh, listen, the usher gave me this to give to you.",1,6
rachel,What is it?,1,6
joey,"The Estelle Leonard Talent Agency. Wow, an agency left me its card! Maybe they want to sign me!",1,6
phoebe,Based on this play? ...Based on this play!,1,6
chandler,"Hey, kids.",1,6
all,Hey.,1,6
phoebe,"No, Because this line is passion, and this is... just a line.",1,6
chandler,"Well, I can't believe I've been here almost seven seconds and you haven't asked me how my date went.",1,6
monica,"Oh, right, right. How was your date, 'Chand-lrr'?",1,6
chandler,It was unbelievable. I-I've never met anyone like her. She's had the most amazing life! She was in the Israeli army...,1,6
aurora,"...Luckily none of the bullets hit the engine block. So, we made it to the border, but just barely, and I- ...I've been talking about myself all night long, I'm sorry. What about you? Tell me one of your stories.",1,6
chandler,"Alright. Once I got on the subway, right, and it was at night, and I rode it all the way to Brooklyn... just for the hell of it.",1,6
chandler,We talked 'til like two. It was this perfect evening... more or less.,1,6
